,country,org_type,flow_type,transaction_type,year,quarter,month,aggregate_type,variable,value,timeframe,measure
11574,World Food Programme,World Food Programme,5-20%,Commitments,2019,1,NA,Specific donor,Volume,180.001541,Quarterly,Population in poverty
11584,World Food Programme,World Food Programme,5-20%,Commitments,2019,2,NA,Specific donor,Volume,191.991608,Quarterly,Population in poverty
11594,World Food Programme,World Food Programme,5-20%,Commitments,2019,3,NA,Specific donor,Volume,256.070838,Quarterly,Population in poverty
11604,World Food Programme,World Food Programme,5-20%,Commitments,2019,4,NA,Specific donor,Volume,280.32311,Quarterly,Population in poverty
11614,World Food Programme,World Food Programme,5-20%,Commitments,2020,1,NA,Specific donor,Volume,199.933996,Quarterly,Population in poverty
11624,World Food Programme,World Food Programme,5-20%,Commitments,2020,2,NA,Specific donor,Volume,276.734422,Quarterly,Population in poverty
11634,World Food Programme,World Food Programme,5-20%,Commitments,2020,3,NA,Specific donor,Volume,314.628059,Quarterly,Population in poverty
11644,World Food Programme,World Food Programme,5-20%,Commitments,2020,4,NA,Specific donor,Volume,466.649988,Quarterly,Population in poverty
11694,World Food Programme,World Food Programme,Above 20%,Commitments,2019,1,NA,Specific donor,Volume,1065.368739,Quarterly,Population in poverty
11704,World Food Programme,World Food Programme,Above 20%,Commitments,2019,2,NA,Specific donor,Volume,1052.066912,Quarterly,Population in poverty
11718,World Food Programme,World Food Programme,Above 20%,Commitments,2019,3,NA,Specific donor,Volume,1159.053805,Quarterly,Population in poverty
11724,World Food Programme,World Food Programme,Above 20%,Commitments,2019,4,NA,Specific donor,Volume,1446.959347,Quarterly,Population in poverty
11734,World Food Programme,World Food Programme,Above 20%,Commitments,2020,1,NA,Specific donor,Volume,1136.928793,Quarterly,Population in poverty
11744,World Food Programme,World Food Programme,Above 20%,Commitments,2020,2,NA,Specific donor,Volume,1127.642791,Quarterly,Population in poverty
11754,World Food Programme,World Food Programme,Above 20%,Commitments,2020,3,NA,Specific donor,Volume,1234.423714,Quarterly,Population in poverty
11764,World Food Programme,World Food Programme,Above 20%,Commitments,2020,4,NA,Specific donor,Volume,1395.164552,Quarterly,Population in poverty
118114,World Food Programme,World Food Programme,Less than 5%,Commitments,2019,1,NA,Specific donor,Volume,340.792881,Quarterly,Population in poverty
118214,World Food Programme,World Food Programme,Less than 5%,Commitments,2019,2,NA,Specific donor,Volume,368.922339,Quarterly,Population in poverty
118314,World Food Programme,World Food Programme,Less than 5%,Commitments,2019,3,NA,Specific donor,Volume,377.333944,Quarterly,Population in poverty
118414,World Food Programme,World Food Programme,Less than 5%,Commitments,2019,4,NA,Specific donor,Volume,863.365442,Quarterly,Population in poverty
118514,World Food Programme,World Food Programme,Less than 5%,Commitments,2020,1,NA,Specific donor,Volume,373.327228,Quarterly,Population in poverty
118614,World Food Programme,World Food Programme,Less than 5%,Commitments,2020,2,NA,Specific donor,Volume,228.137353,Quarterly,Population in poverty
118714,World Food Programme,World Food Programme,Less than 5%,Commitments,2020,3,NA,Specific donor,Volume,276.200572,Quarterly,Population in poverty
118814,World Food Programme,World Food Programme,Less than 5%,Commitments,2020,4,NA,Specific donor,Volume,1012.862625,Quarterly,Population in poverty
11934,World Food Programme,World Food Programme,Not specified,Commitments,2019,1,NA,Specific donor,Volume,11.088663,Quarterly,Population in poverty
11944,World Food Programme,World Food Programme,Not specified,Commitments,2019,2,NA,Specific donor,Volume,9.9775,Quarterly,Population in poverty
11954,World Food Programme,World Food Programme,Not specified,Commitments,2019,3,NA,Specific donor,Volume,8.139111,Quarterly,Population in poverty
11964,World Food Programme,World Food Programme,Not specified,Commitments,2019,4,NA,Specific donor,Volume,14.35422,Quarterly,Population in poverty
11974,World Food Programme,World Food Programme,Not specified,Commitments,2020,1,NA,Specific donor,Volume,9.527049,Quarterly,Population in poverty
11984,World Food Programme,World Food Programme,Not specified,Commitments,2020,2,NA,Specific donor,Volume,4.734052,Quarterly,Population in poverty
11994,World Food Programme,World Food Programme,Not specified,Commitments,2020,3,NA,Specific donor,Volume,5.769212,Quarterly,Population in poverty
12004,World Food Programme,World Food Programme,Not specified,Commitments,2020,4,NA,Specific donor,Volume,5.881106,Quarterly,Population in poverty
12054,NA,IFI,5-20%,Commitments,2019,1,NA,Organisation type,Volume,4437.447464,Quarterly,Population in poverty
12064,NA,IFI,5-20%,Commitments,2019,2,NA,Organisation type,Volume,5203.412453,Quarterly,Population in poverty
12074,NA,IFI,5-20%,Commitments,2019,3,NA,Organisation type,Volume,782.3404523,Quarterly,Population in poverty
12084,NA,IFI,5-20%,Commitments,2019,4,NA,Organisation type,Volume,4739.790442,Quarterly,Population in poverty
12094,NA,IFI,5-20%,Commitments,2020,1,NA,Organisation type,Volume,4048.329163,Quarterly,Population in poverty
12104,NA,IFI,5-20%,Commitments,2020,2,NA,Organisation type,Volume,9605.632244,Quarterly,Population in poverty
12116,NA,IFI,5-20%,Commitments,2020,3,NA,Organisation type,Volume,1774.53483,Quarterly,Population in poverty
12124,NA,IFI,5-20%,Commitments,2020,4,NA,Organisation type,Volume,3414.970163,Quarterly,Population in poverty
121714,NA,IFI,Above 20%,Commitments,2019,1,NA,Organisation type,Volume,3128.025768,Quarterly,Population in poverty
121814,NA,IFI,Above 20%,Commitments,2019,2,NA,Organisation type,Volume,5548.550079,Quarterly,Population in poverty
121914,NA,IFI,Above 20%,Commitments,2019,3,NA,Organisation type,Volume,4353.335732,Quarterly,Population in poverty
122014,NA,IFI,Above 20%,Commitments,2019,4,NA,Organisation type,Volume,3677.707926,Quarterly,Population in poverty
122114,NA,IFI,Above 20%,Commitments,2020,1,NA,Organisation type,Volume,5637.91705,Quarterly,Population in poverty
122214,NA,IFI,Above 20%,Commitments,2020,2,NA,Organisation type,Volume,8599.185308,Quarterly,Population in poverty
122314,NA,IFI,Above 20%,Commitments,2020,3,NA,Organisation type,Volume,1653.486463,Quarterly,Population in poverty
122414,NA,IFI,Above 20%,Commitments,2020,4,NA,Organisation type,Volume,3301.574176,Quarterly,Population in poverty
12294,NA,IFI,Less than 5%,Commitments,2019,1,NA,Organisation type,Volume,6394.819271,Quarterly,Population in poverty
12304,NA,IFI,Less than 5%,Commitments,2019,2,NA,Organisation type,Volume,22572.27244,Quarterly,Population in poverty
12314,NA,IFI,Less than 5%,Commitments,2019,3,NA,Organisation type,Volume,9484.351671,Quarterly,Population in poverty
12324,NA,IFI,Less than 5%,Commitments,2019,4,NA,Organisation type,Volume,17209.4555,Quarterly,Population in poverty
12334,NA,IFI,Less than 5%,Commitments,2020,1,NA,Organisation type,Volume,8329.868605,Quarterly,Population in poverty
12344,NA,IFI,Less than 5%,Commitments,2020,2,NA,Organisation type,Volume,31930.09646,Quarterly,Population in poverty
12354,NA,IFI,Less than 5%,Commitments,2020,3,NA,Organisation type,Volume,8963.923685,Quarterly,Population in poverty
12364,NA,IFI,Less than 5%,Commitments,2020,4,NA,Organisation type,Volume,11427.73348,Quarterly,Population in poverty
12416,NA,IFI,Not specified,Commitments,2019,1,NA,Organisation type,Volume,176.50194,Quarterly,Population in poverty
12424,NA,IFI,Not specified,Commitments,2019,2,NA,Organisation type,Volume,273.662,Quarterly,Population in poverty
12434,NA,IFI,Not specified,Commitments,2019,3,NA,Organisation type,Volume,250.53875,Quarterly,Population in poverty
12444,NA,IFI,Not specified,Commitments,2019,4,NA,Organisation type,Volume,343.317338,Quarterly,Population in poverty
12454,NA,IFI,Not specified,Commitments,2020,1,NA,Organisation type,Volume,186.335244,Quarterly,Population in poverty
12464,NA,IFI,Not specified,Commitments,2020,2,NA,Organisation type,Volume,367.478,Quarterly,Population in poverty
12474,NA,IFI,Not specified,Commitments,2020,3,NA,Organisation type,Volume,499.687,Quarterly,Population in poverty
12484,NA,IFI,Not specified,Commitments,2020,4,NA,Organisation type,Volume,403.65,Quarterly,Population in poverty
125314,NA,Bilateral,5-20%,Commitments,2019,1,NA,Organisation type,Volume,1311.42067,Quarterly,Population in poverty
125414,NA,Bilateral,5-20%,Commitments,2019,2,NA,Organisation type,Volume,1275.53186,Quarterly,Population in poverty
125514,NA,Bilateral,5-20%,Commitments,2019,3,NA,Organisation type,Volume,2647.96843,Quarterly,Population in poverty
125614,NA,Bilateral,5-20%,Commitments,2019,4,NA,Organisation type,Volume,3926.519817,Quarterly,Population in poverty
125714,NA,Bilateral,5-20%,Commitments,2020,1,NA,Organisation type,Volume,1344.74137,Quarterly,Population in poverty
125814,NA,Bilateral,5-20%,Commitments,2020,2,NA,Organisation type,Volume,1491.298829,Quarterly,Population in poverty
125914,NA,Bilateral,5-20%,Commitments,2020,3,NA,Organisation type,Volume,2864.53423,Quarterly,Population in poverty
126014,NA,Bilateral,5-20%,Commitments,2020,4,NA,Organisation type,Volume,1933.160447,Quarterly,Population in poverty
12654,NA,Bilateral,Above 20%,Commitments,2019,1,NA,Organisation type,Volume,5601.321549,Quarterly,Population in poverty
12664,NA,Bilateral,Above 20%,Commitments,2019,2,NA,Organisation type,Volume,3946.938124,Quarterly,Population in poverty
12674,NA,Bilateral,Above 20%,Commitments,2019,3,NA,Organisation type,Volume,7887.011606,Quarterly,Population in poverty
12684,NA,Bilateral,Above 20%,Commitments,2019,4,NA,Organisation type,Volume,8202.580673,Quarterly,Population in poverty
12694,NA,Bilateral,Above 20%,Commitments,2020,1,NA,Organisation type,Volume,4589.245318,Quarterly,Population in poverty
12704,NA,Bilateral,Above 20%,Commitments,2020,2,NA,Organisation type,Volume,3960.612522,Quarterly,Population in poverty
12714,NA,Bilateral,Above 20%,Commitments,2020,3,NA,Organisation type,Volume,7188.977382,Quarterly,Population in poverty
12724,NA,Bilateral,Above 20%,Commitments,2020,4,NA,Organisation type,Volume,4968.722175,Quarterly,Population in poverty
12774,NA,Bilateral,Less than 5%,Commitments,2019,1,NA,Organisation type,Volume,3922.923886,Quarterly,Population in poverty
12784,NA,Bilateral,Less than 5%,Commitments,2019,2,NA,Organisation type,Volume,4226.120288,Quarterly,Population in poverty
12794,NA,Bilateral,Less than 5%,Commitments,2019,3,NA,Organisation type,Volume,9115.298163,Quarterly,Population in poverty
12804,NA,Bilateral,Less than 5%,Commitments,2019,4,NA,Organisation type,Volume,10076.75347,Quarterly,Population in poverty
12818,NA,Bilateral,Less than 5%,Commitments,2020,1,NA,Organisation type,Volume,3123.12233,Quarterly,Population in poverty
12824,NA,Bilateral,Less than 5%,Commitments,2020,2,NA,Organisation type,Volume,4052.207928,Quarterly,Population in poverty
12834,NA,Bilateral,Less than 5%,Commitments,2020,3,NA,Organisation type,Volume,8161.446183,Quarterly,Population in poverty
12844,NA,Bilateral,Less than 5%,Commitments,2020,4,NA,Organisation type,Volume,7938.332288,Quarterly,Population in poverty
128914,NA,Bilateral,Not specified,Commitments,2019,1,NA,Organisation type,Volume,442.1835291,Quarterly,Population in poverty
129014,NA,Bilateral,Not specified,Commitments,2019,2,NA,Organisation type,Volume,150.1292516,Quarterly,Population in poverty
129114,NA,Bilateral,Not specified,Commitments,2019,3,NA,Organisation type,Volume,343.7001966,Quarterly,Population in poverty
129214,NA,Bilateral,Not specified,Commitments,2019,4,NA,Organisation type,Volume,330.7081835,Quarterly,Population in poverty
129314,NA,Bilateral,Not specified,Commitments,2020,1,NA,Organisation type,Volume,170.72247,Quarterly,Population in poverty
129414,NA,Bilateral,Not specified,Commitments,2020,2,NA,Organisation type,Volume,299.0045604,Quarterly,Population in poverty
129514,NA,Bilateral,Not specified,Commitments,2020,3,NA,Organisation type,Volume,230.0707376,Quarterly,Population in poverty
129614,NA,Bilateral,Not specified,Commitments,2020,4,NA,Organisation type,Volume,345.7908806,Quarterly,Population in poverty
13017,NA,Multilateral,5-20%,Commitments,2019,1,NA,Organisation type,Volume,192.2641403,Quarterly,Population in poverty
13024,NA,Multilateral,5-20%,Commitments,2019,2,NA,Organisation type,Volume,427.6291733,Quarterly,Population in poverty
13034,NA,Multilateral,5-20%,Commitments,2019,3,NA,Organisation type,Volume,476.2776301,Quarterly,Population in poverty
13044,NA,Multilateral,5-20%,Commitments,2019,4,NA,Organisation type,Volume,1166.10393,Quarterly,Population in poverty
13054,NA,Multilateral,5-20%,Commitments,2020,1,NA,Organisation type,Volume,285.7553366,Quarterly,Population in poverty
13064,NA,Multilateral,5-20%,Commitments,2020,2,NA,Organisation type,Volume,405.2680342,Quarterly,Population in poverty
13074,NA,Multilateral,5-20%,Commitments,2020,3,NA,Organisation type,Volume,456.4840456,Quarterly,Population in poverty
13084,NA,Multilateral,5-20%,Commitments,2020,4,NA,Organisation type,Volume,1492.357221,Quarterly,Population in poverty
13134,NA,Multilateral,Above 20%,Commitments,2019,1,NA,Organisation type,Volume,1496.920897,Quarterly,Population in poverty
13144,NA,Multilateral,Above 20%,Commitments,2019,2,NA,Organisation type,Volume,1522.60517,Quarterly,Population in poverty
13154,NA,Multilateral,Above 20%,Commitments,2019,3,NA,Organisation type,Volume,1966.282711,Quarterly,Population in poverty
13164,NA,Multilateral,Above 20%,Commitments,2019,4,NA,Organisation type,Volume,5289.481529,Quarterly,Population in poverty
13174,NA,Multilateral,Above 20%,Commitments,2020,1,NA,Organisation type,Volume,1705.92166,Quarterly,Population in poverty
13184,NA,Multilateral,Above 20%,Commitments,2020,2,NA,Organisation type,Volume,1622.266294,Quarterly,Population in poverty
13194,NA,Multilateral,Above 20%,Commitments,2020,3,NA,Organisation type,Volume,1748.284469,Quarterly,Population in poverty
13204,NA,Multilateral,Above 20%,Commitments,2020,4,NA,Organisation type,Volume,5352.873314,Quarterly,Population in poverty
132514,NA,Multilateral,Less than 5%,Commitments,2019,1,NA,Organisation type,Volume,432.5039705,Quarterly,Population in poverty
132614,NA,Multilateral,Less than 5%,Commitments,2019,2,NA,Organisation type,Volume,535.651324,Quarterly,Population in poverty
132714,NA,Multilateral,Less than 5%,Commitments,2019,3,NA,Organisation type,Volume,532.6289903,Quarterly,Population in poverty
132814,NA,Multilateral,Less than 5%,Commitments,2019,4,NA,Organisation type,Volume,2427.797025,Quarterly,Population in poverty
132914,NA,Multilateral,Less than 5%,Commitments,2020,1,NA,Organisation type,Volume,450.2878352,Quarterly,Population in poverty
133014,NA,Multilateral,Less than 5%,Commitments,2020,2,NA,Organisation type,Volume,443.831397,Quarterly,Population in poverty
133114,NA,Multilateral,Less than 5%,Commitments,2020,3,NA,Organisation type,Volume,364.0143853,Quarterly,Population in poverty
133214,NA,Multilateral,Less than 5%,Commitments,2020,4,NA,Organisation type,Volume,2600.757602,Quarterly,Population in poverty
13374,NA,Multilateral,Not specified,Commitments,2019,1,NA,Organisation type,Volume,10.79156715,Quarterly,Population in poverty
13384,NA,Multilateral,Not specified,Commitments,2019,2,NA,Organisation type,Volume,26.06138299,Quarterly,Population in poverty
13394,NA,Multilateral,Not specified,Commitments,2019,3,NA,Organisation type,Volume,8.13545444,Quarterly,Population in poverty
13404,NA,Multilateral,Not specified,Commitments,2019,4,NA,Organisation type,Volume,77.20032281,Quarterly,Population in poverty
13414,NA,Multilateral,Not specified,Commitments,2020,1,NA,Organisation type,Volume,36.21974122,Quarterly,Population in poverty
13424,NA,Multilateral,Not specified,Commitments,2020,2,NA,Organisation type,Volume,17.92069371,Quarterly,Population in poverty
13434,NA,Multilateral,Not specified,Commitments,2020,3,NA,Organisation type,Volume,6.95020376,Quarterly,Population in poverty
13444,NA,Multilateral,Not specified,Commitments,2020,4,NA,Organisation type,Volume,78.38874187,Quarterly,Population in poverty
13493,African Development Bank Group,African Development Bank Group,5-20%,Commitments,2019,1,NA,Specific donor,Proportion,0.271242588,Quarterly,Population in poverty
13503,African Development Bank Group,African Development Bank Group,5-20%,Commitments,2019,2,NA,Specific donor,Proportion,0.08843055,Quarterly,Population in poverty
13518,African Development Bank Group,African Development Bank Group,5-20%,Commitments,2019,3,NA,Specific donor,Proportion,0.233248096,Quarterly,Population in poverty
13523,African Development Bank Group,African Development Bank Group,5-20%,Commitments,2019,4,NA,Specific donor,Proportion,0.097001722,Quarterly,Population in poverty
13533,African Development Bank Group,African Development Bank Group,5-20%,Commitments,2020,1,NA,Specific donor,Proportion,0.197287561,Quarterly,Population in poverty
13543,African Development Bank Group,African Development Bank Group,5-20%,Commitments,2020,2,NA,Specific donor,Proportion,0.126753189,Quarterly,Population in poverty
13553,African Development Bank Group,African Development Bank Group,5-20%,Commitments,2020,3,NA,Specific donor,Proportion,0.290724485,Quarterly,Population in poverty
13563,African Development Bank Group,African Development Bank Group,5-20%,Commitments,2020,4,NA,Specific donor,Proportion,0.064092355,Quarterly,Population in poverty
136113,African Development Bank Group,African Development Bank Group,Above 20%,Commitments,2019,1,NA,Specific donor,Proportion,0.410642505,Quarterly,Population in poverty
136213,African Development Bank Group,African Development Bank Group,Above 20%,Commitments,2019,2,NA,Specific donor,Proportion,0.664293362,Quarterly,Population in poverty
136313,African Development Bank Group,African Development Bank Group,Above 20%,Commitments,2019,3,NA,Specific donor,Proportion,0.765699647,Quarterly,Population in poverty
136413,African Development Bank Group,African Development Bank Group,Above 20%,Commitments,2019,4,NA,Specific donor,Proportion,0.506143385,Quarterly,Population in poverty
136513,African Development Bank Group,African Development Bank Group,Above 20%,Commitments,2020,1,NA,Specific donor,Proportion,0.678999316,Quarterly,Population in poverty
136613,African Development Bank Group,African Development Bank Group,Above 20%,Commitments,2020,2,NA,Specific donor,Proportion,0.427602483,Quarterly,Population in poverty
136713,African Development Bank Group,African Development Bank Group,Above 20%,Commitments,2020,3,NA,Specific donor,Proportion,0.523213951,Quarterly,Population in poverty
136813,African Development Bank Group,African Development Bank Group,Above 20%,Commitments,2020,4,NA,Specific donor,Proportion,0.827087547,Quarterly,Population in poverty
13733,African Development Bank Group,African Development Bank Group,Less than 5%,Commitments,2019,1,NA,Specific donor,Proportion,0.318114908,Quarterly,Population in poverty
13743,African Development Bank Group,African Development Bank Group,Less than 5%,Commitments,2019,2,NA,Specific donor,Proportion,0.247276088,Quarterly,Population in poverty
13753,African Development Bank Group,African Development Bank Group,Less than 5%,Commitments,2019,3,NA,Specific donor,Proportion,0.001052257,Quarterly,Population in poverty
13763,African Development Bank Group,African Development Bank Group,Less than 5%,Commitments,2019,4,NA,Specific donor,Proportion,0.396854893,Quarterly,Population in poverty
13773,African Development Bank Group,African Development Bank Group,Less than 5%,Commitments,2020,1,NA,Specific donor,Proportion,0.123713123,Quarterly,Population in poverty
13783,African Development Bank Group,African Development Bank Group,Less than 5%,Commitments,2020,2,NA,Specific donor,Proportion,0.445644327,Quarterly,Population in poverty
13793,African Development Bank Group,African Development Bank Group,Less than 5%,Commitments,2020,3,NA,Specific donor,Proportion,0.186061564,Quarterly,Population in poverty
13803,African Development Bank Group,African Development Bank Group,Less than 5%,Commitments,2020,4,NA,Specific donor,Proportion,0.108820097,Quarterly,Population in poverty
13853,African Development Bank Group,African Development Bank Group,Not specified,Commitments,2019,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
13863,African Development Bank Group,African Development Bank Group,Not specified,Commitments,2019,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
13873,African Development Bank Group,African Development Bank Group,Not specified,Commitments,2019,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
13883,African Development Bank Group,African Development Bank Group,Not specified,Commitments,2019,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
13893,African Development Bank Group,African Development Bank Group,Not specified,Commitments,2020,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
13903,African Development Bank Group,African Development Bank Group,Not specified,Commitments,2020,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
13919,African Development Bank Group,African Development Bank Group,Not specified,Commitments,2020,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
13924,African Development Bank Group,African Development Bank Group,Not specified,Commitments,2020,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
139713,Asian Development Bank,Asian Development Bank,5-20%,Commitments,2019,1,NA,Specific donor,Proportion,0.590983926,Quarterly,Population in poverty
139813,Asian Development Bank,Asian Development Bank,5-20%,Commitments,2019,2,NA,Specific donor,Proportion,0.229671174,Quarterly,Population in poverty
139913,Asian Development Bank,Asian Development Bank,5-20%,Commitments,2019,3,NA,Specific donor,Proportion,0.176176604,Quarterly,Population in poverty
140013,Asian Development Bank,Asian Development Bank,5-20%,Commitments,2019,4,NA,Specific donor,Proportion,0.335341398,Quarterly,Population in poverty
140113,Asian Development Bank,Asian Development Bank,5-20%,Commitments,2020,1,NA,Specific donor,Proportion,0.708411377,Quarterly,Population in poverty
140213,Asian Development Bank,Asian Development Bank,5-20%,Commitments,2020,2,NA,Specific donor,Proportion,0.26200562,Quarterly,Population in poverty
140313,Asian Development Bank,Asian Development Bank,5-20%,Commitments,2020,3,NA,Specific donor,Proportion,0.182807832,Quarterly,Population in poverty
140413,Asian Development Bank,Asian Development Bank,5-20%,Commitments,2020,4,NA,Specific donor,Proportion,0.264700168,Quarterly,Population in poverty
14093,Asian Development Bank,Asian Development Bank,Above 20%,Commitments,2019,1,NA,Specific donor,Proportion,0.001461276,Quarterly,Population in poverty
14103,Asian Development Bank,Asian Development Bank,Above 20%,Commitments,2019,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14116,Asian Development Bank,Asian Development Bank,Above 20%,Commitments,2019,3,NA,Specific donor,Proportion,0.102352297,Quarterly,Population in poverty
14124,Asian Development Bank,Asian Development Bank,Above 20%,Commitments,2019,4,NA,Specific donor,Proportion,0.01064488,Quarterly,Population in poverty
14133,Asian Development Bank,Asian Development Bank,Above 20%,Commitments,2020,1,NA,Specific donor,Proportion,0.020932281,Quarterly,Population in poverty
14143,Asian Development Bank,Asian Development Bank,Above 20%,Commitments,2020,2,NA,Specific donor,Proportion,0.005371169,Quarterly,Population in poverty
14153,Asian Development Bank,Asian Development Bank,Above 20%,Commitments,2020,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14163,Asian Development Bank,Asian Development Bank,Above 20%,Commitments,2020,4,NA,Specific donor,Proportion,0.076195385,Quarterly,Population in poverty
14219,Asian Development Bank,Asian Development Bank,Less than 5%,Commitments,2019,1,NA,Specific donor,Proportion,0.407554798,Quarterly,Population in poverty
14224,Asian Development Bank,Asian Development Bank,Less than 5%,Commitments,2019,2,NA,Specific donor,Proportion,0.767830338,Quarterly,Population in poverty
14233,Asian Development Bank,Asian Development Bank,Less than 5%,Commitments,2019,3,NA,Specific donor,Proportion,0.70533371,Quarterly,Population in poverty
14243,Asian Development Bank,Asian Development Bank,Less than 5%,Commitments,2019,4,NA,Specific donor,Proportion,0.63185534,Quarterly,Population in poverty
14253,Asian Development Bank,Asian Development Bank,Less than 5%,Commitments,2020,1,NA,Specific donor,Proportion,0.261934558,Quarterly,Population in poverty
14263,Asian Development Bank,Asian Development Bank,Less than 5%,Commitments,2020,2,NA,Specific donor,Proportion,0.732623211,Quarterly,Population in poverty
14273,Asian Development Bank,Asian Development Bank,Less than 5%,Commitments,2020,3,NA,Specific donor,Proportion,0.773200979,Quarterly,Population in poverty
14283,Asian Development Bank,Asian Development Bank,Less than 5%,Commitments,2020,4,NA,Specific donor,Proportion,0.632111365,Quarterly,Population in poverty
143313,Asian Development Bank,Asian Development Bank,Not specified,Commitments,2019,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
143413,Asian Development Bank,Asian Development Bank,Not specified,Commitments,2019,2,NA,Specific donor,Proportion,0.002498487,Quarterly,Population in poverty
143513,Asian Development Bank,Asian Development Bank,Not specified,Commitments,2019,3,NA,Specific donor,Proportion,0.016137389,Quarterly,Population in poverty
143613,Asian Development Bank,Asian Development Bank,Not specified,Commitments,2019,4,NA,Specific donor,Proportion,0.022158382,Quarterly,Population in poverty
143713,Asian Development Bank,Asian Development Bank,Not specified,Commitments,2020,1,NA,Specific donor,Proportion,0.008721784,Quarterly,Population in poverty
143813,Asian Development Bank,Asian Development Bank,Not specified,Commitments,2020,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
143913,Asian Development Bank,Asian Development Bank,Not specified,Commitments,2020,3,NA,Specific donor,Proportion,0.043991189,Quarterly,Population in poverty
144013,Asian Development Bank,Asian Development Bank,Not specified,Commitments,2020,4,NA,Specific donor,Proportion,0.026993082,Quarterly,Population in poverty
14453,Belgium,Belgium,5-20%,Commitments,2019,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14463,Belgium,Belgium,5-20%,Commitments,2019,2,NA,Specific donor,Proportion,0.019229833,Quarterly,Population in poverty
14473,Belgium,Belgium,5-20%,Commitments,2019,3,NA,Specific donor,Proportion,0.108511903,Quarterly,Population in poverty
14483,Belgium,Belgium,5-20%,Commitments,2019,4,NA,Specific donor,Proportion,0.093058423,Quarterly,Population in poverty
14493,Belgium,Belgium,5-20%,Commitments,2020,1,NA,Specific donor,Proportion,0.168556259,Quarterly,Population in poverty
14503,Belgium,Belgium,5-20%,Commitments,2020,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14513,Belgium,Belgium,5-20%,Commitments,2020,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14523,Belgium,Belgium,5-20%,Commitments,2020,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14573,Belgium,Belgium,Above 20%,Commitments,2019,1,NA,Specific donor,Proportion,0.892445148,Quarterly,Population in poverty
14583,Belgium,Belgium,Above 20%,Commitments,2019,2,NA,Specific donor,Proportion,0.555146602,Quarterly,Population in poverty
14593,Belgium,Belgium,Above 20%,Commitments,2019,3,NA,Specific donor,Proportion,0.674464291,Quarterly,Population in poverty
14603,Belgium,Belgium,Above 20%,Commitments,2019,4,NA,Specific donor,Proportion,0.709483235,Quarterly,Population in poverty
14615,Belgium,Belgium,Above 20%,Commitments,2020,1,NA,Specific donor,Proportion,0.831443741,Quarterly,Population in poverty
14623,Belgium,Belgium,Above 20%,Commitments,2020,2,NA,Specific donor,Proportion,0.941400591,Quarterly,Population in poverty
14633,Belgium,Belgium,Above 20%,Commitments,2020,3,NA,Specific donor,Proportion,0.893696221,Quarterly,Population in poverty
14643,Belgium,Belgium,Above 20%,Commitments,2020,4,NA,Specific donor,Proportion,0.625510631,Quarterly,Population in poverty
146913,Belgium,Belgium,Less than 5%,Commitments,2019,1,NA,Specific donor,Proportion,0.107554852,Quarterly,Population in poverty
147013,Belgium,Belgium,Less than 5%,Commitments,2019,2,NA,Specific donor,Proportion,0.425623565,Quarterly,Population in poverty
147113,Belgium,Belgium,Less than 5%,Commitments,2019,3,NA,Specific donor,Proportion,0.217023806,Quarterly,Population in poverty
147213,Belgium,Belgium,Less than 5%,Commitments,2019,4,NA,Specific donor,Proportion,0.197458342,Quarterly,Population in poverty
147313,Belgium,Belgium,Less than 5%,Commitments,2020,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
147413,Belgium,Belgium,Less than 5%,Commitments,2020,2,NA,Specific donor,Proportion,0.058599409,Quarterly,Population in poverty
147513,Belgium,Belgium,Less than 5%,Commitments,2020,3,NA,Specific donor,Proportion,0.106303779,Quarterly,Population in poverty
147613,Belgium,Belgium,Less than 5%,Commitments,2020,4,NA,Specific donor,Proportion,0.374489369,Quarterly,Population in poverty
14814,Belgium,Belgium,Not specified,Commitments,2019,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14823,Belgium,Belgium,Not specified,Commitments,2019,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14833,Belgium,Belgium,Not specified,Commitments,2019,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14843,Belgium,Belgium,Not specified,Commitments,2019,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14853,Belgium,Belgium,Not specified,Commitments,2020,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14863,Belgium,Belgium,Not specified,Commitments,2020,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
