"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value"
"2284","Spain","Spain","Health","Disbursements","2018","Donor","Proportion",0.0862627642776703
"2285","Spain","Spain","Health","Disbursements","2019","Donor","Proportion",0.128357035658551
"2286","Spain","Spain","Health","Disbursements","2020","Donor","Proportion",0.12925673354782
"2287","Spain","Spain","Infrastructure","Commitments","2018","Donor","Proportion",0.00732122247718868
"2288","Spain","Spain","Infrastructure","Commitments","2019","Donor","Proportion",0.0268683483054622
"2289","Spain","Spain","Infrastructure","Commitments","2020","Donor","Proportion",0.00887731298896883
"2290","Spain","Spain","Infrastructure","Disbursements","2018","Donor","Proportion",0.00732415123544883
"2291","Spain","Spain","Infrastructure","Disbursements","2019","Donor","Proportion",0.0272139980378114
"2292","Spain","Spain","Infrastructure","Disbursements","2020","Donor","Proportion",0.00860705889985887
"2293","Spain","Spain","Other social services","Commitments","2018","Donor","Proportion",0.0823144017742843
"2294","Spain","Spain","Other social services","Commitments","2019","Donor","Proportion",0.0761841363824884
"2295","Spain","Spain","Other social services","Commitments","2020","Donor","Proportion",0.0858207970417077
"2296","Spain","Spain","Other social services","Disbursements","2018","Donor","Proportion",0.0823473305624583
"2297","Spain","Spain","Other social services","Disbursements","2019","Donor","Proportion",0.0755775962441779
"2298","Spain","Spain","Other social services","Disbursements","2020","Donor","Proportion",0.083261526239993
"2299","Spain","Spain","Water & sanitation","Commitments","2018","Donor","Proportion",0.305895671919427
"2300","Spain","Spain","Water & sanitation","Commitments","2019","Donor","Proportion",0.0494372455090683
"2301","Spain","Spain","Water & sanitation","Commitments","2020","Donor","Proportion",0.0807357043703465
"2302","Spain","Spain","Water & sanitation","Disbursements","2018","Donor","Proportion",0.306018041438816
"2303","Spain","Spain","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0422816140147447
"2304","Spain","Spain","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0881123308273579
"2305","Sweden","Sweden","Agriculture & food security","Commitments","2018","Donor","Proportion",0.077956926509653
"2306","Sweden","Sweden","Agriculture & food security","Commitments","2019","Donor","Proportion",0.107069207111793
"2307","Sweden","Sweden","Agriculture & food security","Commitments","2020","Donor","Proportion",0.0299825448266884
"2308","Sweden","Sweden","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.0679613047191979
"2309","Sweden","Sweden","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.0713485489149403
"2310","Sweden","Sweden","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.0577870126877779
"2311","Sweden","Sweden","Business & industry","Commitments","2018","Donor","Proportion",0.0591571246795975
"2312","Sweden","Sweden","Business & industry","Commitments","2019","Donor","Proportion",0.0710867684027418
"2313","Sweden","Sweden","Business & industry","Commitments","2020","Donor","Proportion",0.06536566647265
"2314","Sweden","Sweden","Business & industry","Disbursements","2018","Donor","Proportion",0.105482777560209
"2315","Sweden","Sweden","Business & industry","Disbursements","2019","Donor","Proportion",0.103193401539201
"2316","Sweden","Sweden","Business & industry","Disbursements","2020","Donor","Proportion",0.0625563646877546
"2317","Sweden","Sweden","Education","Commitments","2018","Donor","Proportion",0.0532233723823804
"2318","Sweden","Sweden","Education","Commitments","2019","Donor","Proportion",0.0396311446729739
"2319","Sweden","Sweden","Education","Commitments","2020","Donor","Proportion",0.00708566029031195
"2320","Sweden","Sweden","Education","Disbursements","2018","Donor","Proportion",0.0680575414993594
"2321","Sweden","Sweden","Education","Disbursements","2019","Donor","Proportion",0.0648323885848035
"2322","Sweden","Sweden","Education","Disbursements","2020","Donor","Proportion",0.0522679059974845
"2323","Sweden","Sweden","Governance & security","Commitments","2018","Donor","Proportion",0.535445442026886
"2324","Sweden","Sweden","Governance & security","Commitments","2019","Donor","Proportion",0.436778503398107
"2325","Sweden","Sweden","Governance & security","Commitments","2020","Donor","Proportion",0.426353237937925
"2326","Sweden","Sweden","Governance & security","Disbursements","2018","Donor","Proportion",0.461463018952682
"2327","Sweden","Sweden","Governance & security","Disbursements","2019","Donor","Proportion",0.470638232771984
"2328","Sweden","Sweden","Governance & security","Disbursements","2020","Donor","Proportion",0.46480216281115
"2329","Sweden","Sweden","Health","Commitments","2018","Donor","Proportion",0.0804323204698214
"2330","Sweden","Sweden","Health","Commitments","2019","Donor","Proportion",0.14446236470985
"2331","Sweden","Sweden","Health","Commitments","2020","Donor","Proportion",0.374965977704978
"2332","Sweden","Sweden","Health","Disbursements","2018","Donor","Proportion",0.117647861512112
"2333","Sweden","Sweden","Health","Disbursements","2019","Donor","Proportion",0.122655511730291
"2334","Sweden","Sweden","Health","Disbursements","2020","Donor","Proportion",0.195661785292888
"2335","Sweden","Sweden","Infrastructure","Commitments","2018","Donor","Proportion",0.0409811167545125
"2336","Sweden","Sweden","Infrastructure","Commitments","2019","Donor","Proportion",0.0949025892667694
"2337","Sweden","Sweden","Infrastructure","Commitments","2020","Donor","Proportion",0.030721566455085
"2338","Sweden","Sweden","Infrastructure","Disbursements","2018","Donor","Proportion",0.0652452994496119
"2339","Sweden","Sweden","Infrastructure","Disbursements","2019","Donor","Proportion",0.075838381917018
"2340","Sweden","Sweden","Infrastructure","Disbursements","2020","Donor","Proportion",0.054322382627673
"2341","Sweden","Sweden","Other social services","Commitments","2018","Donor","Proportion",0.0907078758170262
"2342","Sweden","Sweden","Other social services","Commitments","2019","Donor","Proportion",0.0676045696977963
"2343","Sweden","Sweden","Other social services","Commitments","2020","Donor","Proportion",0.050509576332348
"2344","Sweden","Sweden","Other social services","Disbursements","2018","Donor","Proportion",0.0541033499296584
"2345","Sweden","Sweden","Other social services","Disbursements","2019","Donor","Proportion",0.0547637676445488
"2346","Sweden","Sweden","Other social services","Disbursements","2020","Donor","Proportion",0.0739144051849306
"2347","Sweden","Sweden","Water & sanitation","Commitments","2018","Donor","Proportion",0.0620958213601231
"2348","Sweden","Sweden","Water & sanitation","Commitments","2019","Donor","Proportion",0.0384648527399685
"2349","Sweden","Sweden","Water & sanitation","Commitments","2020","Donor","Proportion",0.0150157699800137
"2350","Sweden","Sweden","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0600388463771696
"2351","Sweden","Sweden","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0367297668972129
"2352","Sweden","Sweden","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0386879807103411
"2353","Switzerland","Switzerland","Agriculture & food security","Commitments","2018","Donor","Proportion",0.156624391682862
"2354","Switzerland","Switzerland","Agriculture & food security","Commitments","2019","Donor","Proportion",0.0945413054430421
"2355","Switzerland","Switzerland","Agriculture & food security","Commitments","2020","Donor","Proportion",0.151165820290116
"2356","Switzerland","Switzerland","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.160252179668426
"2357","Switzerland","Switzerland","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.130800037884055
"2358","Switzerland","Switzerland","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.132603849085482
"2359","Switzerland","Switzerland","Business & industry","Commitments","2018","Donor","Proportion",0.0566926336127623
"2360","Switzerland","Switzerland","Business & industry","Commitments","2019","Donor","Proportion",0.0543202863448775
"2361","Switzerland","Switzerland","Business & industry","Commitments","2020","Donor","Proportion",0.079737989993219
"2362","Switzerland","Switzerland","Business & industry","Disbursements","2018","Donor","Proportion",0.0628332145381083
"2363","Switzerland","Switzerland","Business & industry","Disbursements","2019","Donor","Proportion",0.0583948280699556
"2364","Switzerland","Switzerland","Business & industry","Disbursements","2020","Donor","Proportion",0.0697041263666412
"2365","Switzerland","Switzerland","Education","Commitments","2018","Donor","Proportion",0.167428736943507
"2366","Switzerland","Switzerland","Education","Commitments","2019","Donor","Proportion",0.147369695436044
"2367","Switzerland","Switzerland","Education","Commitments","2020","Donor","Proportion",0.101980927263582
"2368","Switzerland","Switzerland","Education","Disbursements","2018","Donor","Proportion",0.138110470132533
"2369","Switzerland","Switzerland","Education","Disbursements","2019","Donor","Proportion",0.138027371049639
"2370","Switzerland","Switzerland","Education","Disbursements","2020","Donor","Proportion",0.125905442270109
"2371","Switzerland","Switzerland","Governance & security","Commitments","2018","Donor","Proportion",0.377069888508562
"2372","Switzerland","Switzerland","Governance & security","Commitments","2019","Donor","Proportion",0.40725212542754
"2373","Switzerland","Switzerland","Governance & security","Commitments","2020","Donor","Proportion",0.315017397696584
"2374","Switzerland","Switzerland","Governance & security","Disbursements","2018","Donor","Proportion",0.353620628166792
"2375","Switzerland","Switzerland","Governance & security","Disbursements","2019","Donor","Proportion",0.361452823504691
"2376","Switzerland","Switzerland","Governance & security","Disbursements","2020","Donor","Proportion",0.347123904826552
"2377","Switzerland","Switzerland","Health","Commitments","2018","Donor","Proportion",0.128783954868169
"2378","Switzerland","Switzerland","Health","Commitments","2019","Donor","Proportion",0.138142447402969
"2379","Switzerland","Switzerland","Health","Commitments","2020","Donor","Proportion",0.219474875256004
"2380","Switzerland","Switzerland","Health","Disbursements","2018","Donor","Proportion",0.145263395722352
"2381","Switzerland","Switzerland","Health","Disbursements","2019","Donor","Proportion",0.138565272445573
"2382","Switzerland","Switzerland","Health","Disbursements","2020","Donor","Proportion",0.182471835496053
"2383","Switzerland","Switzerland","Infrastructure","Commitments","2018","Donor","Proportion",0.00359713410591754
"2384","Switzerland","Switzerland","Infrastructure","Commitments","2019","Donor","Proportion",0.0308799892246494
"2385","Switzerland","Switzerland","Infrastructure","Commitments","2020","Donor","Proportion",0.000646167855677407
"2386","Switzerland","Switzerland","Infrastructure","Disbursements","2018","Donor","Proportion",0.0186497941098422
"2387","Switzerland","Switzerland","Infrastructure","Disbursements","2019","Donor","Proportion",0.0361079670296183
"2388","Switzerland","Switzerland","Infrastructure","Disbursements","2020","Donor","Proportion",0.0155805506443129
"2389","Switzerland","Switzerland","Other social services","Commitments","2018","Donor","Proportion",0.0250003606455229
"2390","Switzerland","Switzerland","Other social services","Commitments","2019","Donor","Proportion",0.0592350667356022
"2391","Switzerland","Switzerland","Other social services","Commitments","2020","Donor","Proportion",0.0439185795892053
"2392","Switzerland","Switzerland","Other social services","Disbursements","2018","Donor","Proportion",0.035832549576908
"2393","Switzerland","Switzerland","Other social services","Disbursements","2019","Donor","Proportion",0.0469394219857269
"2394","Switzerland","Switzerland","Other social services","Disbursements","2020","Donor","Proportion",0.046955030571281
"2395","Switzerland","Switzerland","Water & sanitation","Commitments","2018","Donor","Proportion",0.0848028996326971
"2396","Switzerland","Switzerland","Water & sanitation","Commitments","2019","Donor","Proportion",0.0682590839852762
"2397","Switzerland","Switzerland","Water & sanitation","Commitments","2020","Donor","Proportion",0.0880582420556113
"2398","Switzerland","Switzerland","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0854377680850399
"2399","Switzerland","Switzerland","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0897122780307413
"2400","Switzerland","Switzerland","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0796552607395687
"2401","UK","UK","Agriculture & food security","Commitments","2018","Donor","Proportion",0.0449407142487284
"2402","UK","UK","Agriculture & food security","Commitments","2019","Donor","Proportion",0.0717213509816574
"2403","UK","UK","Agriculture & food security","Commitments","2020","Donor","Proportion",0.0527278910586796
"2404","UK","UK","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.0459569845177514
"2405","UK","UK","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.0439552567893201
"2406","UK","UK","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.0654157599344874
"2407","UK","UK","Business & industry","Commitments","2018","Donor","Proportion",0.111120625351199
"2408","UK","UK","Business & industry","Commitments","2019","Donor","Proportion",0.0857348531862315
"2409","UK","UK","Business & industry","Commitments","2020","Donor","Proportion",0.122235111568577
"2410","UK","UK","Business & industry","Disbursements","2018","Donor","Proportion",0.239931371319672
"2411","UK","UK","Business & industry","Disbursements","2019","Donor","Proportion",0.23890169454109
"2412","UK","UK","Business & industry","Disbursements","2020","Donor","Proportion",0.204489997100814
"2413","UK","UK","Education","Commitments","2018","Donor","Proportion",0.10896366697599
"2414","UK","UK","Education","Commitments","2019","Donor","Proportion",0.156654029550739
"2415","UK","UK","Education","Commitments","2020","Donor","Proportion",0.149471048326344
"2416","UK","UK","Education","Disbursements","2018","Donor","Proportion",0.121384841032636
"2417","UK","UK","Education","Disbursements","2019","Donor","Proportion",0.111513058777129
"2418","UK","UK","Education","Disbursements","2020","Donor","Proportion",0.0999468424334267
"2419","UK","UK","Governance & security","Commitments","2018","Donor","Proportion",0.196262505878194
"2420","UK","UK","Governance & security","Commitments","2019","Donor","Proportion",0.220945931215492
"2421","UK","UK","Governance & security","Commitments","2020","Donor","Proportion",0.14428494561127
"2422","UK","UK","Governance & security","Disbursements","2018","Donor","Proportion",0.204195695307702
"2423","UK","UK","Governance & security","Disbursements","2019","Donor","Proportion",0.201914457551406
"2424","UK","UK","Governance & security","Disbursements","2020","Donor","Proportion",0.17297462800595
"2425","UK","UK","Health","Commitments","2018","Donor","Proportion",0.338584310160872
"2426","UK","UK","Health","Commitments","2019","Donor","Proportion",0.311873798527145
"2427","UK","UK","Health","Commitments","2020","Donor","Proportion",0.422875331359922
"2428","UK","UK","Health","Disbursements","2018","Donor","Proportion",0.236886216487085
"2429","UK","UK","Health","Disbursements","2019","Donor","Proportion",0.216552577878214
"2430","UK","UK","Health","Disbursements","2020","Donor","Proportion",0.331484537068322
"2431","UK","UK","Infrastructure","Commitments","2018","Donor","Proportion",0.11864233728866
"2432","UK","UK","Infrastructure","Commitments","2019","Donor","Proportion",0.0579869944298183
"2433","UK","UK","Infrastructure","Commitments","2020","Donor","Proportion",0.0340356119732044
"2434","UK","UK","Infrastructure","Disbursements","2018","Donor","Proportion",0.0734359662772634
"2435","UK","UK","Infrastructure","Disbursements","2019","Donor","Proportion",0.123054008090698
"2436","UK","UK","Infrastructure","Disbursements","2020","Donor","Proportion",0.0538687638333377
"2437","UK","UK","Other social services","Commitments","2018","Donor","Proportion",0.0619615454106134
"2438","UK","UK","Other social services","Commitments","2019","Donor","Proportion",0.0725753437062716
"2439","UK","UK","Other social services","Commitments","2020","Donor","Proportion",0.0628203919899045
"2440","UK","UK","Other social services","Disbursements","2018","Donor","Proportion",0.0365133742810431
"2441","UK","UK","Other social services","Disbursements","2019","Donor","Proportion",0.0338938781302491
"2442","UK","UK","Other social services","Disbursements","2020","Donor","Proportion",0.0497247003812721
"2443","UK","UK","Water & sanitation","Commitments","2018","Donor","Proportion",0.019524294685743
"2444","UK","UK","Water & sanitation","Commitments","2019","Donor","Proportion",0.0225076984026446
"2445","UK","UK","Water & sanitation","Commitments","2020","Donor","Proportion",0.0115496681120988
"2446","UK","UK","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0416955507768471
"2447","UK","UK","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0302150682418956
"2448","UK","UK","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0220947712423903
"2449","UNDP","UNDP","Agriculture & food security","Commitments","2018","Donor","Proportion",0
"2450","UNDP","UNDP","Agriculture & food security","Commitments","2019","Donor","Proportion",0
"2451","UNDP","UNDP","Agriculture & food security","Commitments","2020","Donor","Proportion",0
"2452","UNDP","UNDP","Agriculture & food security","Disbursements","2018","Donor","Proportion",0
"2453","UNDP","UNDP","Agriculture & food security","Disbursements","2019","Donor","Proportion",0
"2454","UNDP","UNDP","Agriculture & food security","Disbursements","2020","Donor","Proportion",0
"2455","UNDP","UNDP","Business & industry","Commitments","2018","Donor","Proportion",0
"2456","UNDP","UNDP","Business & industry","Commitments","2019","Donor","Proportion",0
"2457","UNDP","UNDP","Business & industry","Commitments","2020","Donor","Proportion",0
"2458","UNDP","UNDP","Business & industry","Disbursements","2018","Donor","Proportion",0
"2459","UNDP","UNDP","Business & industry","Disbursements","2019","Donor","Proportion",0
"2460","UNDP","UNDP","Business & industry","Disbursements","2020","Donor","Proportion",0
"2461","UNDP","UNDP","Education","Commitments","2018","Donor","Proportion",0
"2462","UNDP","UNDP","Education","Commitments","2019","Donor","Proportion",0
"2463","UNDP","UNDP","Education","Commitments","2020","Donor","Proportion",0
"2464","UNDP","UNDP","Education","Disbursements","2018","Donor","Proportion",0
"2465","UNDP","UNDP","Education","Disbursements","2019","Donor","Proportion",0
"2466","UNDP","UNDP","Education","Disbursements","2020","Donor","Proportion",0
"2467","UNDP","UNDP","Governance & security","Commitments","2018","Donor","Proportion",0
"2468","UNDP","UNDP","Governance & security","Commitments","2019","Donor","Proportion",0
"2469","UNDP","UNDP","Governance & security","Commitments","2020","Donor","Proportion",0
"2470","UNDP","UNDP","Governance & security","Disbursements","2018","Donor","Proportion",0.461187263938303
"2471","UNDP","UNDP","Governance & security","Disbursements","2019","Donor","Proportion",0.460387673243418
"2472","UNDP","UNDP","Governance & security","Disbursements","2020","Donor","Proportion",0.487507632718721
"2473","UNDP","UNDP","Health","Commitments","2018","Donor","Proportion",0
"2474","UNDP","UNDP","Health","Commitments","2019","Donor","Proportion",0
"2475","UNDP","UNDP","Health","Commitments","2020","Donor","Proportion",0
"2476","UNDP","UNDP","Health","Disbursements","2018","Donor","Proportion",-2.91988390122407e-06
"2477","UNDP","UNDP","Health","Disbursements","2019","Donor","Proportion",-4.53639428220369e-06
"2478","UNDP","UNDP","Health","Disbursements","2020","Donor","Proportion",0.000517714769399531
"2479","UNDP","UNDP","Infrastructure","Commitments","2018","Donor","Proportion",0
"2480","UNDP","UNDP","Infrastructure","Commitments","2019","Donor","Proportion",0
"2481","UNDP","UNDP","Infrastructure","Commitments","2020","Donor","Proportion",0
"2482","UNDP","UNDP","Infrastructure","Disbursements","2018","Donor","Proportion",0.0290923184324057
"2483","UNDP","UNDP","Infrastructure","Disbursements","2019","Donor","Proportion",0.0297442467338952
"2484","UNDP","UNDP","Infrastructure","Disbursements","2020","Donor","Proportion",0.0256420760335448
"2485","UNDP","UNDP","Other social services","Commitments","2018","Donor","Proportion",0
"2486","UNDP","UNDP","Other social services","Commitments","2019","Donor","Proportion",0
"2487","UNDP","UNDP","Other social services","Commitments","2020","Donor","Proportion",0
"2488","UNDP","UNDP","Other social services","Disbursements","2018","Donor","Proportion",0.509723337513192
"2489","UNDP","UNDP","Other social services","Disbursements","2019","Donor","Proportion",0.509872616416969
"2490","UNDP","UNDP","Other social services","Disbursements","2020","Donor","Proportion",0.486332576478335
"2491","UNDP","UNDP","Water & sanitation","Commitments","2018","Donor","Proportion",0
"2492","UNDP","UNDP","Water & sanitation","Commitments","2019","Donor","Proportion",0
"2493","UNDP","UNDP","Water & sanitation","Commitments","2020","Donor","Proportion",0
"2494","UNDP","UNDP","Water & sanitation","Disbursements","2018","Donor","Proportion",0
"2495","UNDP","UNDP","Water & sanitation","Disbursements","2019","Donor","Proportion",0
"2496","UNDP","UNDP","Water & sanitation","Disbursements","2020","Donor","Proportion",0
"2497","UNFPA","UNFPA","Agriculture & food security","Commitments","2018","Donor","Proportion",0
"2498","UNFPA","UNFPA","Agriculture & food security","Commitments","2019","Donor","Proportion",0
"2499","UNFPA","UNFPA","Agriculture & food security","Commitments","2020","Donor","Proportion",0
"2500","UNFPA","UNFPA","Agriculture & food security","Disbursements","2018","Donor","Proportion",0
"2501","UNFPA","UNFPA","Agriculture & food security","Disbursements","2019","Donor","Proportion",0
"2502","UNFPA","UNFPA","Agriculture & food security","Disbursements","2020","Donor","Proportion",0
"2503","UNFPA","UNFPA","Business & industry","Commitments","2018","Donor","Proportion",0
"2504","UNFPA","UNFPA","Business & industry","Commitments","2019","Donor","Proportion",0
"2505","UNFPA","UNFPA","Business & industry","Commitments","2020","Donor","Proportion",0
"2506","UNFPA","UNFPA","Business & industry","Disbursements","2018","Donor","Proportion",0
"2507","UNFPA","UNFPA","Business & industry","Disbursements","2019","Donor","Proportion",0
"2508","UNFPA","UNFPA","Business & industry","Disbursements","2020","Donor","Proportion",0
"2509","UNFPA","UNFPA","Education","Commitments","2018","Donor","Proportion",0.04376272609544
"2510","UNFPA","UNFPA","Education","Commitments","2019","Donor","Proportion",0.0850835482988931
"2511","UNFPA","UNFPA","Education","Commitments","2020","Donor","Proportion",0.00930787784390833
"2512","UNFPA","UNFPA","Education","Disbursements","2018","Donor","Proportion",0
"2513","UNFPA","UNFPA","Education","Disbursements","2019","Donor","Proportion",0
"2514","UNFPA","UNFPA","Education","Disbursements","2020","Donor","Proportion",0
"2515","UNFPA","UNFPA","Governance & security","Commitments","2018","Donor","Proportion",0.850017342888463
"2516","UNFPA","UNFPA","Governance & security","Commitments","2019","Donor","Proportion",0.138997020256774
"2517","UNFPA","UNFPA","Governance & security","Commitments","2020","Donor","Proportion",0.0311852138865551
"2518","UNFPA","UNFPA","Governance & security","Disbursements","2018","Donor","Proportion",0
"2519","UNFPA","UNFPA","Governance & security","Disbursements","2019","Donor","Proportion",0
"2520","UNFPA","UNFPA","Governance & security","Disbursements","2020","Donor","Proportion",0
"2521","UNFPA","UNFPA","Health","Commitments","2018","Donor","Proportion",0.0409932100533217
"2522","UNFPA","UNFPA","Health","Commitments","2019","Donor","Proportion",0.64940435061195
"2523","UNFPA","UNFPA","Health","Commitments","2020","Donor","Proportion",0.943262511737876
"2524","UNFPA","UNFPA","Health","Disbursements","2018","Donor","Proportion",0
"2525","UNFPA","UNFPA","Health","Disbursements","2019","Donor","Proportion",0
"2526","UNFPA","UNFPA","Health","Disbursements","2020","Donor","Proportion",0
"2527","UNFPA","UNFPA","Infrastructure","Commitments","2018","Donor","Proportion",0
"2528","UNFPA","UNFPA","Infrastructure","Commitments","2019","Donor","Proportion",0
"2529","UNFPA","UNFPA","Infrastructure","Commitments","2020","Donor","Proportion",0
"2530","UNFPA","UNFPA","Infrastructure","Disbursements","2018","Donor","Proportion",0
"2531","UNFPA","UNFPA","Infrastructure","Disbursements","2019","Donor","Proportion",0
"2532","UNFPA","UNFPA","Infrastructure","Disbursements","2020","Donor","Proportion",0
"2533","UNFPA","UNFPA","Other social services","Commitments","2018","Donor","Proportion",0.0652267209627751
"2534","UNFPA","UNFPA","Other social services","Commitments","2019","Donor","Proportion",0.126515080832383
"2535","UNFPA","UNFPA","Other social services","Commitments","2020","Donor","Proportion",0.0162443965316609
"2536","UNFPA","UNFPA","Other social services","Disbursements","2018","Donor","Proportion",0
"2537","UNFPA","UNFPA","Other social services","Disbursements","2019","Donor","Proportion",0
"2538","UNFPA","UNFPA","Other social services","Disbursements","2020","Donor","Proportion",0
"2539","UNFPA","UNFPA","Water & sanitation","Commitments","2018","Donor","Proportion",0
"2540","UNFPA","UNFPA","Water & sanitation","Commitments","2019","Donor","Proportion",0
"2541","UNFPA","UNFPA","Water & sanitation","Commitments","2020","Donor","Proportion",0
"2542","UNFPA","UNFPA","Water & sanitation","Disbursements","2018","Donor","Proportion",0
"2543","UNFPA","UNFPA","Water & sanitation","Disbursements","2019","Donor","Proportion",0
"2544","UNFPA","UNFPA","Water & sanitation","Disbursements","2020","Donor","Proportion",0
"2545","UNICEF","UNICEF","Agriculture & food security","Commitments","2018","Donor","Proportion",0
"2546","UNICEF","UNICEF","Agriculture & food security","Commitments","2019","Donor","Proportion",0
"2547","UNICEF","UNICEF","Agriculture & food security","Commitments","2020","Donor","Proportion",0
"2548","UNICEF","UNICEF","Agriculture & food security","Disbursements","2018","Donor","Proportion",0
"2549","UNICEF","UNICEF","Agriculture & food security","Disbursements","2019","Donor","Proportion",0
"2550","UNICEF","UNICEF","Agriculture & food security","Disbursements","2020","Donor","Proportion",0
"2551","UNICEF","UNICEF","Business & industry","Commitments","2018","Donor","Proportion",3.79697076023286e-05
"2552","UNICEF","UNICEF","Business & industry","Commitments","2019","Donor","Proportion",0.000130419536106728
"2553","UNICEF","UNICEF","Business & industry","Commitments","2020","Donor","Proportion",7.42111389439308e-05
"2554","UNICEF","UNICEF","Business & industry","Disbursements","2018","Donor","Proportion",2.72501854189953e-05
"2555","UNICEF","UNICEF","Business & industry","Disbursements","2019","Donor","Proportion",0.000122841622656383
"2556","UNICEF","UNICEF","Business & industry","Disbursements","2020","Donor","Proportion",7.97191899306239e-05
"2557","UNICEF","UNICEF","Education","Commitments","2018","Donor","Proportion",0.342816239942343
"2558","UNICEF","UNICEF","Education","Commitments","2019","Donor","Proportion",0.321518898031714
"2559","UNICEF","UNICEF","Education","Commitments","2020","Donor","Proportion",0.285999795786853
"2560","UNICEF","UNICEF","Education","Disbursements","2018","Donor","Proportion",0.340461838638792
"2561","UNICEF","UNICEF","Education","Disbursements","2019","Donor","Proportion",0.319849732378926
"2562","UNICEF","UNICEF","Education","Disbursements","2020","Donor","Proportion",0.307833087417282
"2563","UNICEF","UNICEF","Governance & security","Commitments","2018","Donor","Proportion",0.0752516321563079
"2564","UNICEF","UNICEF","Governance & security","Commitments","2019","Donor","Proportion",0.0817348062404077
"2565","UNICEF","UNICEF","Governance & security","Commitments","2020","Donor","Proportion",0.09023132958104
"2566","UNICEF","UNICEF","Governance & security","Disbursements","2018","Donor","Proportion",0.0729724817725215
"2567","UNICEF","UNICEF","Governance & security","Disbursements","2019","Donor","Proportion",0.0823758316364828
"2568","UNICEF","UNICEF","Governance & security","Disbursements","2020","Donor","Proportion",0.0885013289569299
"2569","UNICEF","UNICEF","Health","Commitments","2018","Donor","Proportion",0.414746799494897
"2570","UNICEF","UNICEF","Health","Commitments","2019","Donor","Proportion",0.430660463391652
"2571","UNICEF","UNICEF","Health","Commitments","2020","Donor","Proportion",0.451028998666223
"2572","UNICEF","UNICEF","Health","Disbursements","2018","Donor","Proportion",0.413051338347311
"2573","UNICEF","UNICEF","Health","Disbursements","2019","Donor","Proportion",0.433971658416794
"2574","UNICEF","UNICEF","Health","Disbursements","2020","Donor","Proportion",0.434641558009084
"2575","UNICEF","UNICEF","Infrastructure","Commitments","2018","Donor","Proportion",0.00050377931663335
"2576","UNICEF","UNICEF","Infrastructure","Commitments","2019","Donor","Proportion",0.000501804630919289
"2577","UNICEF","UNICEF","Infrastructure","Commitments","2020","Donor","Proportion",0.000779742952397619
"2578","UNICEF","UNICEF","Infrastructure","Disbursements","2018","Donor","Proportion",0.000297837837706326
"2579","UNICEF","UNICEF","Infrastructure","Disbursements","2019","Donor","Proportion",0.000469932634219553
"2580","UNICEF","UNICEF","Infrastructure","Disbursements","2020","Donor","Proportion",0.000621137598857421
"2581","UNICEF","UNICEF","Other social services","Commitments","2018","Donor","Proportion",0.0756643634997546
"2582","UNICEF","UNICEF","Other social services","Commitments","2019","Donor","Proportion",0.0770015042336143
"2583","UNICEF","UNICEF","Other social services","Commitments","2020","Donor","Proportion",0.0797615911541518
"2584","UNICEF","UNICEF","Other social services","Disbursements","2018","Donor","Proportion",0.0769428517694267
"2585","UNICEF","UNICEF","Other social services","Disbursements","2019","Donor","Proportion",0.0740691173896747
"2586","UNICEF","UNICEF","Other social services","Disbursements","2020","Donor","Proportion",0.0793340964534996
"2587","UNICEF","UNICEF","Water & sanitation","Commitments","2018","Donor","Proportion",0.0909792158824612
"2588","UNICEF","UNICEF","Water & sanitation","Commitments","2019","Donor","Proportion",0.0884521039355867
"2589","UNICEF","UNICEF","Water & sanitation","Commitments","2020","Donor","Proportion",0.0921243307203905
"2590","UNICEF","UNICEF","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0962464014488236
"2591","UNICEF","UNICEF","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0891408859212466
"2592","UNICEF","UNICEF","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0889890723744166
"2593","UNIDO","UNIDO","Agriculture & food security","Commitments","2018","Donor","Proportion",0
"2594","UNIDO","UNIDO","Agriculture & food security","Commitments","2019","Donor","Proportion",0
"2595","UNIDO","UNIDO","Agriculture & food security","Commitments","2020","Donor","Proportion",0
"2596","UNIDO","UNIDO","Agriculture & food security","Disbursements","2018","Donor","Proportion",0
