"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value","measure"
"2861","Multilateral Investment Fund","Multilateral Investment Fund","High-income","Disbursements","2019","Donor","Proportion",0.116081209795273,"Income"
"2862","Multilateral Investment Fund","Multilateral Investment Fund","High-income","Disbursements","2020","Donor","Proportion",0.0850047193074619,"Income"
"2863","Multilateral Investment Fund","Multilateral Investment Fund","Low-income","Commitments","2018","Donor","Proportion",0,"Income"
"2864","Multilateral Investment Fund","Multilateral Investment Fund","Low-income","Commitments","2019","Donor","Proportion",0,"Income"
"2865","Multilateral Investment Fund","Multilateral Investment Fund","Low-income","Commitments","2020","Donor","Proportion",0,"Income"
"2866","Multilateral Investment Fund","Multilateral Investment Fund","Low-income","Disbursements","2018","Donor","Proportion",0.0414049185730871,"Income"
"2867","Multilateral Investment Fund","Multilateral Investment Fund","Low-income","Disbursements","2019","Donor","Proportion",0,"Income"
"2868","Multilateral Investment Fund","Multilateral Investment Fund","Low-income","Disbursements","2020","Donor","Proportion",0,"Income"
"2869","Multilateral Investment Fund","Multilateral Investment Fund","Lower-middle-income","Commitments","2018","Donor","Proportion",0,"Income"
"2870","Multilateral Investment Fund","Multilateral Investment Fund","Lower-middle-income","Commitments","2019","Donor","Proportion",0.0782778864970646,"Income"
"2871","Multilateral Investment Fund","Multilateral Investment Fund","Lower-middle-income","Commitments","2020","Donor","Proportion",0.225988700564972,"Income"
"2872","Multilateral Investment Fund","Multilateral Investment Fund","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.538263941450133,"Income"
"2873","Multilateral Investment Fund","Multilateral Investment Fund","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.27085615618897,"Income"
"2874","Multilateral Investment Fund","Multilateral Investment Fund","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.154554035104476,"Income"
"2875","Multilateral Investment Fund","Multilateral Investment Fund","Upper-middle-income","Commitments","2018","Donor","Proportion",1,"Income"
"2876","Multilateral Investment Fund","Multilateral Investment Fund","Upper-middle-income","Commitments","2019","Donor","Proportion",0.804305283757339,"Income"
"2877","Multilateral Investment Fund","Multilateral Investment Fund","Upper-middle-income","Commitments","2020","Donor","Proportion",0.649717514124294,"Income"
"2878","Multilateral Investment Fund","Multilateral Investment Fund","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.42033113997678,"Income"
"2879","Multilateral Investment Fund","Multilateral Investment Fund","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.613062634015757,"Income"
"2880","Multilateral Investment Fund","Multilateral Investment Fund","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.760441245588062,"Income"
"2881","Netherlands","Netherlands","High-income","Commitments","2018","Donor","Proportion",0.00283362898015571,"Income"
"2882","Netherlands","Netherlands","High-income","Commitments","2019","Donor","Proportion",0.00971109585767791,"Income"
"2883","Netherlands","Netherlands","High-income","Commitments","2020","Donor","Proportion",0.0352618696751538,"Income"
"2884","Netherlands","Netherlands","High-income","Disbursements","2018","Donor","Proportion",0.0023420279027151,"Income"
"2885","Netherlands","Netherlands","High-income","Disbursements","2019","Donor","Proportion",0.00812787645481514,"Income"
"2886","Netherlands","Netherlands","High-income","Disbursements","2020","Donor","Proportion",0.0171447416524009,"Income"
"2887","Netherlands","Netherlands","Low-income","Commitments","2018","Donor","Proportion",0.375165428728016,"Income"
"2888","Netherlands","Netherlands","Low-income","Commitments","2019","Donor","Proportion",0.259260467890105,"Income"
"2889","Netherlands","Netherlands","Low-income","Commitments","2020","Donor","Proportion",0.422781151950916,"Income"
"2890","Netherlands","Netherlands","Low-income","Disbursements","2018","Donor","Proportion",0.41537830280808,"Income"
"2891","Netherlands","Netherlands","Low-income","Disbursements","2019","Donor","Proportion",0.417512474433721,"Income"
"2892","Netherlands","Netherlands","Low-income","Disbursements","2020","Donor","Proportion",0.294116020227906,"Income"
"2893","Netherlands","Netherlands","Lower-middle-income","Commitments","2018","Donor","Proportion",0.216401233568883,"Income"
"2894","Netherlands","Netherlands","Lower-middle-income","Commitments","2019","Donor","Proportion",0.45353677553908,"Income"
"2895","Netherlands","Netherlands","Lower-middle-income","Commitments","2020","Donor","Proportion",0.340871340148921,"Income"
"2896","Netherlands","Netherlands","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.208232271611002,"Income"
"2897","Netherlands","Netherlands","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.360812473980949,"Income"
"2898","Netherlands","Netherlands","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.515007784691096,"Income"
"2899","Netherlands","Netherlands","Upper-middle-income","Commitments","2018","Donor","Proportion",0.405599708722946,"Income"
"2900","Netherlands","Netherlands","Upper-middle-income","Commitments","2019","Donor","Proportion",0.277491660713137,"Income"
"2901","Netherlands","Netherlands","Upper-middle-income","Commitments","2020","Donor","Proportion",0.201085638225009,"Income"
"2902","Netherlands","Netherlands","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.374047397678204,"Income"
"2903","Netherlands","Netherlands","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.213547175130515,"Income"
"2904","Netherlands","Netherlands","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.173731453428597,"Income"
"2905","New Zealand","New Zealand","High-income","Commitments","2018","Donor","Proportion",0.00831686135622111,"Income"
"2906","New Zealand","New Zealand","High-income","Commitments","2019","Donor","Proportion",0.050144173362623,"Income"
"2907","New Zealand","New Zealand","High-income","Commitments","2020","Donor","Proportion",0.00339806306137714,"Income"
"2908","New Zealand","New Zealand","High-income","Disbursements","2018","Donor","Proportion",0.000880281090828577,"Income"
"2909","New Zealand","New Zealand","High-income","Disbursements","2019","Donor","Proportion",0.0181819114517906,"Income"
"2910","New Zealand","New Zealand","High-income","Disbursements","2020","Donor","Proportion",0.0210089813747819,"Income"
"2911","New Zealand","New Zealand","Low-income","Commitments","2018","Donor","Proportion",0.0186959170860013,"Income"
"2912","New Zealand","New Zealand","Low-income","Commitments","2019","Donor","Proportion",0,"Income"
"2913","New Zealand","New Zealand","Low-income","Commitments","2020","Donor","Proportion",0.0240993432156224,"Income"
"2914","New Zealand","New Zealand","Low-income","Disbursements","2018","Donor","Proportion",0.0463184971613426,"Income"
"2915","New Zealand","New Zealand","Low-income","Disbursements","2019","Donor","Proportion",0.0625310686766302,"Income"
"2916","New Zealand","New Zealand","Low-income","Disbursements","2020","Donor","Proportion",0.0440902101687322,"Income"
"2917","New Zealand","New Zealand","Lower-middle-income","Commitments","2018","Donor","Proportion",0.573049595102872,"Income"
"2918","New Zealand","New Zealand","Lower-middle-income","Commitments","2019","Donor","Proportion",0.712056859031983,"Income"
"2919","New Zealand","New Zealand","Lower-middle-income","Commitments","2020","Donor","Proportion",0.671526756864951,"Income"
"2920","New Zealand","New Zealand","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.644373322015045,"Income"
"2921","New Zealand","New Zealand","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.610949755379404,"Income"
"2922","New Zealand","New Zealand","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.587177768567441,"Income"
"2923","New Zealand","New Zealand","Upper-middle-income","Commitments","2018","Donor","Proportion",0.399937626454906,"Income"
"2924","New Zealand","New Zealand","Upper-middle-income","Commitments","2019","Donor","Proportion",0.237798967605394,"Income"
"2925","New Zealand","New Zealand","Upper-middle-income","Commitments","2020","Donor","Proportion",0.30097583685805,"Income"
"2926","New Zealand","New Zealand","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.308427899732784,"Income"
"2927","New Zealand","New Zealand","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.308337264492175,"Income"
"2928","New Zealand","New Zealand","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.347723039889045,"Income"
"2929","Norway","Norway","High-income","Commitments","2018","Donor","Proportion",0,"Income"
"2930","Norway","Norway","High-income","Commitments","2019","Donor","Proportion",0,"Income"
"2931","Norway","Norway","High-income","Commitments","2020","Donor","Proportion",0.000327473003843548,"Income"
"2932","Norway","Norway","High-income","Disbursements","2018","Donor","Proportion",0,"Income"
"2933","Norway","Norway","High-income","Disbursements","2019","Donor","Proportion",0,"Income"
"2934","Norway","Norway","High-income","Disbursements","2020","Donor","Proportion",0.00152763981948936,"Income"
"2935","Norway","Norway","Low-income","Commitments","2018","Donor","Proportion",0.535871075667838,"Income"
"2936","Norway","Norway","Low-income","Commitments","2019","Donor","Proportion",0.453327379202504,"Income"
"2937","Norway","Norway","Low-income","Commitments","2020","Donor","Proportion",0.483117217868293,"Income"
"2938","Norway","Norway","Low-income","Disbursements","2018","Donor","Proportion",0.576868486119531,"Income"
"2939","Norway","Norway","Low-income","Disbursements","2019","Donor","Proportion",0.504795911608016,"Income"
"2940","Norway","Norway","Low-income","Disbursements","2020","Donor","Proportion",0.517756110023077,"Income"
"2941","Norway","Norway","Lower-middle-income","Commitments","2018","Donor","Proportion",0.282058852213918,"Income"
"2942","Norway","Norway","Lower-middle-income","Commitments","2019","Donor","Proportion",0.335084549588309,"Income"
"2943","Norway","Norway","Lower-middle-income","Commitments","2020","Donor","Proportion",0.282398970870501,"Income"
"2944","Norway","Norway","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.246840892623108,"Income"
"2945","Norway","Norway","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.263986069387142,"Income"
"2946","Norway","Norway","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.247830648335311,"Income"
"2947","Norway","Norway","Upper-middle-income","Commitments","2018","Donor","Proportion",0.182070072118244,"Income"
"2948","Norway","Norway","Upper-middle-income","Commitments","2019","Donor","Proportion",0.211588071209186,"Income"
"2949","Norway","Norway","Upper-middle-income","Commitments","2020","Donor","Proportion",0.234156338257362,"Income"
"2950","Norway","Norway","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.176290621257361,"Income"
"2951","Norway","Norway","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.231218019004842,"Income"
"2952","Norway","Norway","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.232885601822123,"Income"
"2953","Spain","Spain","High-income","Commitments","2018","Donor","Proportion",0.00460412025181553,"Income"
"2954","Spain","Spain","High-income","Commitments","2019","Donor","Proportion",0.00934488356220682,"Income"
"2955","Spain","Spain","High-income","Commitments","2020","Donor","Proportion",0.00373381472478496,"Income"
"2956","Spain","Spain","High-income","Disbursements","2018","Donor","Proportion",0.00467707423798074,"Income"
"2957","Spain","Spain","High-income","Disbursements","2019","Donor","Proportion",0.00973626362457031,"Income"
"2958","Spain","Spain","High-income","Disbursements","2020","Donor","Proportion",0.00365914827001844,"Income"
"2959","Spain","Spain","Low-income","Commitments","2018","Donor","Proportion",0.223394995945357,"Income"
"2960","Spain","Spain","Low-income","Commitments","2019","Donor","Proportion",0.27824001610429,"Income"
"2961","Spain","Spain","Low-income","Commitments","2020","Donor","Proportion",0.222576925299689,"Income"
"2962","Spain","Spain","Low-income","Disbursements","2018","Donor","Proportion",0.227990158551323,"Income"
"2963","Spain","Spain","Low-income","Disbursements","2019","Donor","Proportion",0.273979295933399,"Income"
"2964","Spain","Spain","Low-income","Disbursements","2020","Donor","Proportion",0.23763558810433,"Income"
"2965","Spain","Spain","Lower-middle-income","Commitments","2018","Donor","Proportion",0.500006806223648,"Income"
"2966","Spain","Spain","Lower-middle-income","Commitments","2019","Donor","Proportion",0.406903033742036,"Income"
"2967","Spain","Spain","Lower-middle-income","Commitments","2020","Donor","Proportion",0.484542101109551,"Income"
"2968","Spain","Spain","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.488448881097704,"Income"
"2969","Spain","Spain","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.39998761520653,"Income"
"2970","Spain","Spain","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.475321322758821,"Income"
"2971","Spain","Spain","Upper-middle-income","Commitments","2018","Donor","Proportion",0.27199407757918,"Income"
"2972","Spain","Spain","Upper-middle-income","Commitments","2019","Donor","Proportion",0.305512066591467,"Income"
"2973","Spain","Spain","Upper-middle-income","Commitments","2020","Donor","Proportion",0.289147158865975,"Income"
"2974","Spain","Spain","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.278883886112993,"Income"
"2975","Spain","Spain","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.316296825235501,"Income"
"2976","Spain","Spain","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.283383940866831,"Income"
"2977","Sweden","Sweden","High-income","Commitments","2018","Donor","Proportion",0,"Income"
"2978","Sweden","Sweden","High-income","Commitments","2019","Donor","Proportion",1.82019506748029e-05,"Income"
"2979","Sweden","Sweden","High-income","Commitments","2020","Donor","Proportion",0.0179064583661794,"Income"
"2980","Sweden","Sweden","High-income","Disbursements","2018","Donor","Proportion",6.90178109372527e-06,"Income"
"2981","Sweden","Sweden","High-income","Disbursements","2019","Donor","Proportion",1.05776705282169e-05,"Income"
"2982","Sweden","Sweden","High-income","Disbursements","2020","Donor","Proportion",0.0071632559006678,"Income"
"2983","Sweden","Sweden","Low-income","Commitments","2018","Donor","Proportion",0.577469149004555,"Income"
"2984","Sweden","Sweden","Low-income","Commitments","2019","Donor","Proportion",0.524004394539162,"Income"
"2985","Sweden","Sweden","Low-income","Commitments","2020","Donor","Proportion",0.439581733098502,"Income"
"2986","Sweden","Sweden","Low-income","Disbursements","2018","Donor","Proportion",0.551737327163255,"Income"
"2987","Sweden","Sweden","Low-income","Disbursements","2019","Donor","Proportion",0.522796204143199,"Income"
"2988","Sweden","Sweden","Low-income","Disbursements","2020","Donor","Proportion",0.517092118767789,"Income"
"2989","Sweden","Sweden","Lower-middle-income","Commitments","2018","Donor","Proportion",0.292228491127938,"Income"
"2990","Sweden","Sweden","Lower-middle-income","Commitments","2019","Donor","Proportion",0.298365967206263,"Income"
"2991","Sweden","Sweden","Lower-middle-income","Commitments","2020","Donor","Proportion",0.342607693140034,"Income"
"2992","Sweden","Sweden","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.306782245030123,"Income"
"2993","Sweden","Sweden","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.310662857851999,"Income"
"2994","Sweden","Sweden","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.31780666191875,"Income"
"2995","Sweden","Sweden","Upper-middle-income","Commitments","2018","Donor","Proportion",0.130302359867507,"Income"
"2996","Sweden","Sweden","Upper-middle-income","Commitments","2019","Donor","Proportion",0.1776114363039,"Income"
"2997","Sweden","Sweden","Upper-middle-income","Commitments","2020","Donor","Proportion",0.199904115395285,"Income"
"2998","Sweden","Sweden","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.141473526025529,"Income"
"2999","Sweden","Sweden","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.166530360334274,"Income"
"3000","Sweden","Sweden","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.157937963412793,"Income"
"3001","Switzerland","Switzerland","High-income","Commitments","2018","Donor","Proportion",0.000520713169006213,"Income"
"3002","Switzerland","Switzerland","High-income","Commitments","2019","Donor","Proportion",0.000741213572408569,"Income"
"3003","Switzerland","Switzerland","High-income","Commitments","2020","Donor","Proportion",0.00391801679236538,"Income"
"3004","Switzerland","Switzerland","High-income","Disbursements","2018","Donor","Proportion",0.000825413932298015,"Income"
"3005","Switzerland","Switzerland","High-income","Disbursements","2019","Donor","Proportion",0.000685975305811696,"Income"
"3006","Switzerland","Switzerland","High-income","Disbursements","2020","Donor","Proportion",0.0200469090040812,"Income"
"3007","Switzerland","Switzerland","Low-income","Commitments","2018","Donor","Proportion",0.485153060584651,"Income"
"3008","Switzerland","Switzerland","Low-income","Commitments","2019","Donor","Proportion",0.38003619692762,"Income"
"3009","Switzerland","Switzerland","Low-income","Commitments","2020","Donor","Proportion",0.368913935126352,"Income"
"3010","Switzerland","Switzerland","Low-income","Disbursements","2018","Donor","Proportion",0.471168310099496,"Income"
"3011","Switzerland","Switzerland","Low-income","Disbursements","2019","Donor","Proportion",0.411558697461278,"Income"
"3012","Switzerland","Switzerland","Low-income","Disbursements","2020","Donor","Proportion",0.410856538915791,"Income"
"3013","Switzerland","Switzerland","Lower-middle-income","Commitments","2018","Donor","Proportion",0.345134815128464,"Income"
"3014","Switzerland","Switzerland","Lower-middle-income","Commitments","2019","Donor","Proportion",0.488342971948623,"Income"
"3015","Switzerland","Switzerland","Lower-middle-income","Commitments","2020","Donor","Proportion",0.463773565473808,"Income"
"3016","Switzerland","Switzerland","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.345257820613866,"Income"
"3017","Switzerland","Switzerland","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.397655050521058,"Income"
"3018","Switzerland","Switzerland","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.389872791103781,"Income"
"3019","Switzerland","Switzerland","Upper-middle-income","Commitments","2018","Donor","Proportion",0.169191411117879,"Income"
"3020","Switzerland","Switzerland","Upper-middle-income","Commitments","2019","Donor","Proportion",0.130879617551349,"Income"
"3021","Switzerland","Switzerland","Upper-middle-income","Commitments","2020","Donor","Proportion",0.163394482607475,"Income"
"3022","Switzerland","Switzerland","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.18274845535434,"Income"
"3023","Switzerland","Switzerland","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.190100276711852,"Income"
"3024","Switzerland","Switzerland","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.179223760976347,"Income"
"3025","UK","UK","High-income","Commitments","2018","Donor","Proportion",9.37048147032627e-05,"Income"
"3026","UK","UK","High-income","Commitments","2019","Donor","Proportion",0,"Income"
"3027","UK","UK","High-income","Commitments","2020","Donor","Proportion",0.000780752370594457,"Income"
"3028","UK","UK","High-income","Disbursements","2018","Donor","Proportion",0.000627239322500874,"Income"
"3029","UK","UK","High-income","Disbursements","2019","Donor","Proportion",0.000249010636005025,"Income"
"3030","UK","UK","High-income","Disbursements","2020","Donor","Proportion",0.000934857050379665,"Income"
"3031","UK","UK","Low-income","Commitments","2018","Donor","Proportion",0.464485308203252,"Income"
"3032","UK","UK","Low-income","Commitments","2019","Donor","Proportion",0.429680941040563,"Income"
"3033","UK","UK","Low-income","Commitments","2020","Donor","Proportion",0.415978884527332,"Income"
"3034","UK","UK","Low-income","Disbursements","2018","Donor","Proportion",0.500552566997996,"Income"
"3035","UK","UK","Low-income","Disbursements","2019","Donor","Proportion",0.483736941920207,"Income"
"3036","UK","UK","Low-income","Disbursements","2020","Donor","Proportion",0.50954585659315,"Income"
"3037","UK","UK","Lower-middle-income","Commitments","2018","Donor","Proportion",0.32387802560687,"Income"
"3038","UK","UK","Lower-middle-income","Commitments","2019","Donor","Proportion",0.345649267795225,"Income"
"3039","UK","UK","Lower-middle-income","Commitments","2020","Donor","Proportion",0.4741622749998,"Income"
"3040","UK","UK","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.370272892336645,"Income"
"3041","UK","UK","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.386799230628953,"Income"
"3042","UK","UK","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.372691130177052,"Income"
"3043","UK","UK","Upper-middle-income","Commitments","2018","Donor","Proportion",0.211542961375176,"Income"
"3044","UK","UK","Upper-middle-income","Commitments","2019","Donor","Proportion",0.224669791164212,"Income"
"3045","UK","UK","Upper-middle-income","Commitments","2020","Donor","Proportion",0.109078088102274,"Income"
"3046","UK","UK","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.128547301342858,"Income"
"3047","UK","UK","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.129214816814836,"Income"
"3048","UK","UK","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.116828156179419,"Income"
"3049","UNDP","UNDP","High-income","Commitments","2018","Donor","Proportion",0,"Income"
"3050","UNDP","UNDP","High-income","Commitments","2019","Donor","Proportion",0,"Income"
"3051","UNDP","UNDP","High-income","Commitments","2020","Donor","Proportion",0,"Income"
"3052","UNDP","UNDP","High-income","Disbursements","2018","Donor","Proportion",0.0376461145497518,"Income"
"3053","UNDP","UNDP","High-income","Disbursements","2019","Donor","Proportion",0.0372856672452605,"Income"
"3054","UNDP","UNDP","High-income","Disbursements","2020","Donor","Proportion",0.0349677756654563,"Income"
"3055","UNDP","UNDP","Low-income","Commitments","2018","Donor","Proportion",0,"Income"
"3056","UNDP","UNDP","Low-income","Commitments","2019","Donor","Proportion",0,"Income"
"3057","UNDP","UNDP","Low-income","Commitments","2020","Donor","Proportion",0,"Income"
"3058","UNDP","UNDP","Low-income","Disbursements","2018","Donor","Proportion",0.360023521960465,"Income"
"3059","UNDP","UNDP","Low-income","Disbursements","2019","Donor","Proportion",0.360064778313577,"Income"
"3060","UNDP","UNDP","Low-income","Disbursements","2020","Donor","Proportion",0.361426902668963,"Income"
"3061","UNDP","UNDP","Lower-middle-income","Commitments","2018","Donor","Proportion",0,"Income"
"3062","UNDP","UNDP","Lower-middle-income","Commitments","2019","Donor","Proportion",0,"Income"
"3063","UNDP","UNDP","Lower-middle-income","Commitments","2020","Donor","Proportion",0,"Income"
"3064","UNDP","UNDP","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.289597032119753,"Income"
"3065","UNDP","UNDP","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.279975978355762,"Income"
"3066","UNDP","UNDP","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.28943527447235,"Income"
"3067","UNDP","UNDP","Upper-middle-income","Commitments","2018","Donor","Proportion",0,"Income"
"3068","UNDP","UNDP","Upper-middle-income","Commitments","2019","Donor","Proportion",0,"Income"
"3069","UNDP","UNDP","Upper-middle-income","Commitments","2020","Donor","Proportion",0,"Income"
"3070","UNDP","UNDP","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.31273333137003,"Income"
"3071","UNDP","UNDP","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.322673576085401,"Income"
"3072","UNDP","UNDP","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.314170047193231,"Income"
"3073","UNFPA","UNFPA","High-income","Commitments","2018","Donor","Proportion",0,"Income"
"3074","UNFPA","UNFPA","High-income","Commitments","2019","Donor","Proportion",0.00609383554158682,"Income"
"3075","UNFPA","UNFPA","High-income","Commitments","2020","Donor","Proportion",0.00533588118563472,"Income"
"3076","UNFPA","UNFPA","High-income","Disbursements","2018","Donor","Proportion",0,"Income"
"3077","UNFPA","UNFPA","High-income","Disbursements","2019","Donor","Proportion",0,"Income"
"3078","UNFPA","UNFPA","High-income","Disbursements","2020","Donor","Proportion",0,"Income"
"3079","UNFPA","UNFPA","Low-income","Commitments","2018","Donor","Proportion",0,"Income"
"3080","UNFPA","UNFPA","Low-income","Commitments","2019","Donor","Proportion",0.419732670767977,"Income"
"3081","UNFPA","UNFPA","Low-income","Commitments","2020","Donor","Proportion",0.464301466606297,"Income"
"3082","UNFPA","UNFPA","Low-income","Disbursements","2018","Donor","Proportion",0,"Income"
"3083","UNFPA","UNFPA","Low-income","Disbursements","2019","Donor","Proportion",0,"Income"
"3084","UNFPA","UNFPA","Low-income","Disbursements","2020","Donor","Proportion",0,"Income"
"3085","UNFPA","UNFPA","Lower-middle-income","Commitments","2018","Donor","Proportion",0,"Income"
"3086","UNFPA","UNFPA","Lower-middle-income","Commitments","2019","Donor","Proportion",0.419145928726974,"Income"
"3087","UNFPA","UNFPA","Lower-middle-income","Commitments","2020","Donor","Proportion",0.387818139498285,"Income"
"3088","UNFPA","UNFPA","Lower-middle-income","Disbursements","2018","Donor","Proportion",0,"Income"
"3089","UNFPA","UNFPA","Lower-middle-income","Disbursements","2019","Donor","Proportion",0,"Income"
"3090","UNFPA","UNFPA","Lower-middle-income","Disbursements","2020","Donor","Proportion",0,"Income"
"3091","UNFPA","UNFPA","Upper-middle-income","Commitments","2018","Donor","Proportion",0,"Income"
"3092","UNFPA","UNFPA","Upper-middle-income","Commitments","2019","Donor","Proportion",0.155027564963463,"Income"
"3093","UNFPA","UNFPA","Upper-middle-income","Commitments","2020","Donor","Proportion",0.142544512709784,"Income"
"3094","UNFPA","UNFPA","Upper-middle-income","Disbursements","2018","Donor","Proportion",0,"Income"
"3095","UNFPA","UNFPA","Upper-middle-income","Disbursements","2019","Donor","Proportion",0,"Income"
"3096","UNFPA","UNFPA","Upper-middle-income","Disbursements","2020","Donor","Proportion",0,"Income"
"3097","UNICEF","UNICEF","High-income","Commitments","2018","Donor","Proportion",0.0042232674710533,"Income"
"3098","UNICEF","UNICEF","High-income","Commitments","2019","Donor","Proportion",0.00474659469186233,"Income"
"3099","UNICEF","UNICEF","High-income","Commitments","2020","Donor","Proportion",0.00781916702703435,"Income"
"3100","UNICEF","UNICEF","High-income","Disbursements","2018","Donor","Proportion",0.00448288546567542,"Income"
"3101","UNICEF","UNICEF","High-income","Disbursements","2019","Donor","Proportion",0.00470916098313371,"Income"
"3102","UNICEF","UNICEF","High-income","Disbursements","2020","Donor","Proportion",0.00728097570432692,"Income"
"3103","UNICEF","UNICEF","Low-income","Commitments","2018","Donor","Proportion",0.496367174113791,"Income"
"3104","UNICEF","UNICEF","Low-income","Commitments","2019","Donor","Proportion",0.503749786877376,"Income"
"3105","UNICEF","UNICEF","Low-income","Commitments","2020","Donor","Proportion",0.494352826948058,"Income"
"3106","UNICEF","UNICEF","Low-income","Disbursements","2018","Donor","Proportion",0.488333471911444,"Income"
"3107","UNICEF","UNICEF","Low-income","Disbursements","2019","Donor","Proportion",0.504797313026383,"Income"
"3108","UNICEF","UNICEF","Low-income","Disbursements","2020","Donor","Proportion",0.494450332362011,"Income"
"3109","UNICEF","UNICEF","Lower-middle-income","Commitments","2018","Donor","Proportion",0.296845887969522,"Income"
"3110","UNICEF","UNICEF","Lower-middle-income","Commitments","2019","Donor","Proportion",0.297509969449224,"Income"
"3111","UNICEF","UNICEF","Lower-middle-income","Commitments","2020","Donor","Proportion",0.304199837306348,"Income"
"3112","UNICEF","UNICEF","Lower-middle-income","Disbursements","2018","Donor","Proportion",0.296315157334504,"Income"
"3113","UNICEF","UNICEF","Lower-middle-income","Disbursements","2019","Donor","Proportion",0.303833588269448,"Income"
"3114","UNICEF","UNICEF","Lower-middle-income","Disbursements","2020","Donor","Proportion",0.289223608130159,"Income"
"3115","UNICEF","UNICEF","Upper-middle-income","Commitments","2018","Donor","Proportion",0.202563670445634,"Income"
"3116","UNICEF","UNICEF","Upper-middle-income","Commitments","2019","Donor","Proportion",0.193993648981538,"Income"
"3117","UNICEF","UNICEF","Upper-middle-income","Commitments","2020","Donor","Proportion",0.193628168718559,"Income"
"3118","UNICEF","UNICEF","Upper-middle-income","Disbursements","2018","Donor","Proportion",0.210868485288376,"Income"
"3119","UNICEF","UNICEF","Upper-middle-income","Disbursements","2019","Donor","Proportion",0.186659937721035,"Income"
"3120","UNICEF","UNICEF","Upper-middle-income","Disbursements","2020","Donor","Proportion",0.209045083803503,"Income"
"3121","UNIDO","UNIDO","High-income","Commitments","2018","Donor","Proportion",0,"Income"
"3122","UNIDO","UNIDO","High-income","Commitments","2019","Donor","Proportion",0,"Income"
"3123","UNIDO","UNIDO","High-income","Commitments","2020","Donor","Proportion",0,"Income"
"3124","UNIDO","UNIDO","High-income","Disbursements","2018","Donor","Proportion",0.028380117468963,"Income"
"3125","UNIDO","UNIDO","High-income","Disbursements","2019","Donor","Proportion",0.0302987508067508,"Income"
"3126","UNIDO","UNIDO","High-income","Disbursements","2020","Donor","Proportion",0.0129736496775821,"Income"
"3127","UNIDO","UNIDO","Low-income","Commitments","2018","Donor","Proportion",0,"Income"
"3128","UNIDO","UNIDO","Low-income","Commitments","2019","Donor","Proportion",0,"Income"
"3129","UNIDO","UNIDO","Low-income","Commitments","2020","Donor","Proportion",0,"Income"
"3130","UNIDO","UNIDO","Low-income","Disbursements","2018","Donor","Proportion",0.16210048043902,"Income"
